seed,hit,time_to_intercept,initial_sep,closing_vel_avg,min_sep,final_zem,target_speed
89250,1,5.75,115.16,19.59,1.21,0.08,5.24
773956,1,7.25,183.24,24.99,0.62,0.15,11.01
654571,1,4.35,90.06,20.04,1.41,0.17,9.84
438878,1,5.05,98.94,19.15,0.90,0.08,7.91
433015,1,6.50,148.53,22.55,0.56,0.07,7.44
858597,1,6.30,154.81,24.14,1.19,0.11,10.13
85945,1,5.25,88.80,16.61,0.51,0.08,5.59
697368,1,6.35,154.51,24.00,0.67,0.16,10.82
201469,1,5.80,126.11,21.47,0.25,0.06,8.94
94177,1,6.60,162.39,24.19,1.23,0.18,11.13
526478,1,5.50,109.48,19.41,1.38,0.16,6.77
975622,1,7.20,160.65,22.07,0.37,0.06,6.71
735752,1,5.55,121.84,21.55,0.85,0.20,11.61
761139,1,5.30,107.36,19.75,1.35,0.24,10.77
717477,1,8.20,139.14,16.71,1.18,0.05,9.52
786064,1,4.20,83.23,19.42,0.25,0.05,8.30
513226,1,4.65,97.83,20.49,1.07,0.13,9.16
128113,1,7.15,164.95,22.79,0.59,0.01,7.51
839748,1,6.85,147.55,21.19,1.05,0.03,10.04
450385,1,7.80,178.39,22.54,1.21,0.14,7.70
500351,1,5.35,83.82,15.29,1.05,0.17,8.22
370798,1,5.25,126.38,23.68,0.42,0.06,11.90
182549,1,8.30,196.73,23.48,0.46,0.04,6.66
926764,1,8.10,82.14,10.06,0.07,0.19,11.26
781567,1,5.40,99.78,18.14,0.66,0.16,9.80
643865,1,3.45,51.75,14.54,0.51,0.10,7.14
402414,1,4.85,104.72,21.09,0.96,0.14,9.57
822761,1,4.60,74.89,15.77,1.26,0.21,9.39
545429,1,8.05,169.84,20.92,0.24,0.05,7.89
443414,1,3.20,50.37,14.96,1.28,0.10,6.25
450459,1,7.65,149.34,19.32,0.35,0.04,8.56
227238,1,4.35,81.86,18.31,0.84,0.07,5.95
92135,1,4.25,78.52,17.85,1.36,0.08,6.66
554584,1,4.25,75.44,17.15,1.31,0.12,6.10
887889,1,6.90,91.18,12.87,1.49,0.25,11.92
63817,1,6.20,134.75,21.43,0.47,0.06,9.19
858291,1,4.35,93.32,20.76,1.45,0.07,9.65
827631,1,3.70,69.73,18.32,0.47,0.02,8.42
276759,1,5.60,74.58,12.98,1.18,0.15,8.32
631664,1,8.65,148.85,16.99,0.87,0.12,6.99
165229,1,5.05,61.42,11.71,1.45,2.95,10.94
758087,1,8.25,188.05,22.57,0.48,0.04,5.57
700522,1,6.65,144.07,21.37,0.71,0.19,11.54
354525,1,7.35,174.67,23.37,1.46,0.14,8.40
67920,1,5.90,116.47,19.33,1.16,0.10,5.39
970698,1,6.05,142.58,23.30,0.23,0.06,9.44
445687,1,3.85,73.39,18.63,0.39,0.11,11.37
893121,1,5.60,115.05,20.05,1.37,0.06,9.67
677919,1,5.75,125.33,21.43,0.66,0.06,7.05
778383,1,7.65,135.53,17.40,1.35,0.18,7.81
759899,1,7.95,171.49,21.38,0.17,0.01,6.24
194638,1,5.00,104.60,20.51,0.63,0.08,8.73
363906,1,8.15,159.15,19.28,0.89,0.15,7.93
466721,1,3.90,55.72,13.90,0.60,0.15,9.61
497791,1,5.30,108.96,20.13,0.92,0.09,6.81
43803,1,5.30,96.71,17.90,0.71,0.14,10.69
546569,1,5.95,104.49,17.20,1.04,0.18,9.77
154289,1,6.05,117.95,19.11,1.34,0.27,11.22
743375,1,4.40,90.99,20.32,0.18,0.04,8.84
683048,1,4.30,57.20,12.91,0.75,0.15,9.51
922527,1,4.75,95.16,19.57,0.83,0.09,6.72
744762,1,6.40,130.07,20.02,0.67,0.13,8.23
366642,1,4.00,79.91,19.26,1.36,0.18,11.34
967509,1,7.55,163.65,21.34,1.23,0.10,5.03
410850,1,5.55,93.41,16.63,0.27,0.06,10.95
325825,1,6.45,122.26,18.54,1.46,0.23,9.32
905535,1,7.15,105.52,14.49,0.98,0.14,8.86
370459,1,5.90,107.82,17.84,1.37,0.16,7.09
76343,1,4.50,86.81,18.81,0.82,0.14,11.98
469555,1,4.75,83.50,17.04,1.38,0.15,6.50
795679,1,3.15,55.70,16.74,1.42,0.10,9.83
189471,1,6.80,140.54,20.34,0.88,0.03,7.89
462940,1,4.60,88.43,18.77,0.72,0.06,5.70
129921,1,5.65,137.69,24.09,0.12,0.02,11.03
686478,1,4.25,83.24,19.02,0.97,0.11,8.27
475704,1,5.05,84.48,16.24,1.34,0.22,9.50
330196,1,5.85,107.91,18.09,0.92,0.07,5.22
226909,1,7.55,164.79,21.58,0.57,0.08,6.04
564499,1,4.85,95.56,19.39,0.19,0.03,5.83
669813,1,5.05,113.24,22.04,0.45,0.08,9.80
940306,1,3.60,61.68,16.67,0.31,0.02,5.50
437151,1,4.00,79.75,19.34,0.86,0.09,9.22
160688,1,5.90,129.59,21.59,0.78,0.05,6.77
832678,1,7.10,152.70,21.13,1.36,0.03,5.82
629764,1,3.95,77.34,18.89,1.24,0.10,8.85
700265,1,3.90,71.62,17.80,0.81,0.11,8.23
97226,1,7.15,118.21,16.30,0.87,0.14,9.44
312366,1,5.80,124.32,21.16,0.22,0.03,6.93
767843,1,7.55,171.06,22.46,0.07,0.01,8.08
832259,1,3.15,50.25,15.06,1.46,0.07,5.47
435216,1,4.00,69.40,16.69,1.36,0.20,8.96
804764,1,5.40,127.63,23.20,0.75,0.00,10.77
841691,1,5.65,111.43,19.26,1.29,0.14,6.53
387478,1,3.85,72.08,18.34,0.25,0.06,10.73
898087,1,6.30,136.24,21.33,0.51,0.11,8.07
288328,1,5.75,117.20,19.91,1.36,0.09,5.11
239557,1,6.55,139.20,20.83,1.46,0.02,5.34
682495,1,7.65,193.31,24.99,0.66,0.15,10.85
636761,1,6.65,130.75,19.30,1.19,0.16,7.46
139752,1,6.90,96.55,13.76,0.83,0.09,6.44
832736,1,7.80,170.76,21.66,0.43,0.03,6.66
199908,1,5.90,130.40,21.65,1.24,0.04,6.78
804899,1,4.60,90.76,19.16,1.24,0.22,10.76
7362,1,6.85,146.48,20.97,1.46,0.16,6.77
796842,1,5.35,79.63,14.48,1.31,0.13,5.81
786924,1,6.70,164.90,24.35,0.30,0.07,9.98
780364,1,5.55,85.21,14.94,1.31,0.22,11.55
664850,1,4.25,73.55,16.87,0.67,0.15,9.45
471567,1,5.65,129.49,22.47,1.04,0.13,11.62
705165,1,5.45,130.86,23.60,0.69,0.11,11.78
277121,1,5.90,130.23,21.62,1.27,0.21,10.00
780729,1,3.65,66.88,17.66,0.96,0.06,7.53
555646,1,3.40,57.62,16.25,1.01,0.08,6.53
458915,1,6.30,150.56,23.53,0.78,0.01,9.35
505606,1,3.95,71.38,17.49,0.97,0.16,9.29
568741,1,7.35,176.16,23.70,0.54,0.10,9.13
37262,1,6.45,95.54,14.51,1.07,0.24,11.46
139796,1,5.85,106.11,17.65,1.41,0.15,8.85
245481,1,3.75,65.76,17.02,0.58,0.08,6.76
