seed,hit,time_to_intercept,initial_sep,closing_vel_avg,min_sep,final_zem,target_speed
89250,1,7.20,115.16,19.04,0.94,0.00,5.24
773956,1,7.45,183.24,24.42,1.18,0.29,11.01
654571,1,4.10,90.06,21.16,1.34,0.07,9.84
438878,1,8.55,98.94,17.52,0.83,0.02,7.91
433015,1,6.45,148.53,23.00,1.18,0.77,7.44
858597,1,6.10,154.81,26.31,1.17,0.01,10.13
85945,1,7.80,88.80,13.10,0.84,0.03,5.59
697368,1,8.40,154.51,21.61,0.35,0.46,10.82
201469,1,5.70,126.11,23.97,0.23,0.28,8.94
94177,1,8.95,162.39,20.64,0.96,0.66,11.13
526478,1,9.00,109.48,15.61,1.21,0.09,6.77
975622,1,7.55,160.65,22.84,1.04,0.26,6.71
735752,1,7.45,121.84,18.06,1.13,1.03,11.61
761139,1,6.90,107.36,18.13,0.71,0.12,10.77
717477,1,7.15,139.14,19.08,1.10,0.01,9.52
786064,1,2.80,83.23,28.33,1.43,0.01,8.30
513226,1,4.65,97.83,23.59,1.12,0.02,9.16
128113,1,9.60,164.95,20.02,1.23,0.36,7.51
839748,1,8.30,147.55,20.72,1.11,0.36,10.04
450385,1,6.50,178.39,27.03,1.25,0.18,7.70
500351,1,3.50,83.82,23.37,0.65,0.02,8.22
370798,1,4.30,126.38,28.87,0.99,0.03,11.90
182549,1,10.45,196.73,18.59,0.29,0.34,6.66
926764,1,3.25,82.14,24.95,0.38,0.23,11.26
781567,1,6.25,99.78,20.82,0.90,0.28,9.80
643865,1,1.95,51.75,25.61,0.50,0.14,7.14
402414,1,5.00,104.72,21.32,1.20,0.16,9.57
822761,1,6.05,74.89,13.12,0.41,0.02,9.39
545429,1,12.75,169.84,18.03,0.89,0.10,7.89
443414,1,2.60,50.37,18.56,0.88,0.15,6.25
450459,1,6.40,149.34,22.89,1.31,0.25,8.56
227238,1,3.40,81.86,23.62,1.30,1.10,5.95
92135,1,5.55,78.52,13.98,0.90,0.15,6.66
554584,1,8.80,75.44,10.97,1.01,0.16,6.10
887889,1,8.30,91.18,12.54,1.14,0.08,11.92
